article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc,image_path,price,popularity_score
0644036004,0644036,Moccasin own graphic,93,Slippers,Shoes,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,6541,Baby Socks,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1021,Socks and Tights,"Knitted moccasins with soft terry inside, an imitation leather trim and soft suede soles.",images/064/0644036004.jpg,0.01166441,0.35879855
0677917007,0677917,Topher Leather Belt,67,Belt,Accessories,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,7389,Belts,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Leather belt with a metal buckle. Width 2.9 cm.,images/067/0677917007.jpg,0.02408348,0.51562066
0791215003,0791215,Rhuna pump,90,Pumps,Shoes,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3528,Heels,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Court shoes with pointed toes and covered heels. Satin linings and imitation leather insoles. Heel 9.5 cm.,images/079/0791215003.jpg,0.02610549,0.54019439
0757270003,0757270,Pisces top,253,Vest top,Garment Upper body,1010001,All over pattern,81,Light Turquoise,1,Dusty Light,7,Turquoise,1545,Projects Woven Tops,D,Divided,2,Divided,50,Divided Projects,1010,Blouses,"Short, cold shoulder top in a patterned, crinkled weave with narrow shoulder straps, short sleeves and a frill trim at the top.",images/075/0757270003.jpg,0.01259508,0.50824109
0867588004,0867588,HONEY HONEY bikini,299,Swimwear set,Swimwear,1010006,Dot,93,Dark Green,2,Medium Dusty,19,Green,4320,Young Girl Swimwear,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1018,Swimwear,"Fully lined, patterned bikini. V-neck top with a decorative bow at the front, flounce-trimmed shoulder straps and a plastic fastener at the back. Matching bottoms.",images/086/0867588004.jpg,0.02884402,0.46786641
0814389001,0814389,Karen,264,Blazer,Garment Upper body,1010004,Check,32,Orange,5,Bright,3,Orange,1222,Suit jacket,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1008,Dressed,"Straight-cut, single-breasted, pattern-weave jacket with narrow notch lapels, low dropped shoulders and patch front pockets. Lined.",images/081/0814389001.jpg,0.05198260,0.55179724
0661794005,0661794,Flamingo,263,Coat,Garment Upper body,1010016,Solid,93,Dark Green,4,Dark,19,Green,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,Short coat in a woven wool blend with a high stand-up collar with press-studs and a concealed zip down the front. Zipped side pockets. Lined.,images/066/0661794005.jpg,0.12790298,0.67639313
0519049001,0519049,Twisted pile overall,271,Outdoor overall,Garment Full body,1010016,Solid,07,Grey,1,Dusty Light,12,Grey,6512,Baby Boy Outdoor,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1007,Outdoor,"All-in-one suit in marled, fine-knit thermal fleece with a stand-up collar, zip down the front and raglan sleeves.",images/051/0519049001.jpg,0.02710169,0.07633298
0592035001,0592035,Jeff oxford waistcoat,260,Tailored Waistcoat,Garment Upper body,1010016,Solid,72,Blue,7,Medium,2,Blue,7657,Kids Boy Shirt,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1011,Shirts,"Suit waistcoat in a cotton weave with buttons down the front, front pockets and a welt chest pocket. Lined.",images/059/0592035001.jpg,0.02143449,0.45799785
0764567004,0764567,Bormio fine knitted jumper,252,Sweater,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,1648,Knitwear,A,Ladieswear,1,Ladieswear,18,Womens Trend,1003,Knitwear,"Fitted rib-knit jumper in a soft alpaca blend with a deep neckline at the front, long sleeves and ribbing at the cuffs and hem.",images/076/0764567004.jpg,0.06232635,0.56295870
0880657001,0880657,Flirty Fingal Necklace,77,Necklace,Accessories,1010016,Solid,91,Light Green,1,Dusty Light,19,Green,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Necklace with three metal chains in various designs, one with a round pendant with a marble-patterned plastic bead. Adjustable length.",images/088/0880657001.jpg,0.01649779,0.64759490
0445400029,0445400,Johan s/l pj BB,297,Pyjama set,Nightwear,1010008,Front print,20,Other Yellow,5,Bright,8,Yellow,4225,Young Boy UW/NW,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear",Pyjama T-shirt and shorts in soft cotton jersey. T-shirt with a print motif on the front and shorts with an elasticated waist.,images/044/0445400029.jpg,0.02483220,0.26406871
0290519019,0290519,Basic co/fl cardigan,245,Cardigan,Garment Upper body,1010016,Solid,42,Red,7,Medium,18,Red,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,"Cardigan in soft organic cotton sweatshirt fabric with a stand-up collar, press-studs down the front, and ribbing around the neckline, cuffs and hem. Soft brushed inside.",images/029/0290519019.jpg,0.01552994,0.30533190
0757187001,0757187,Bird Top,258,Blouse,Garment Upper body,1010016,Solid,90,Other Green,3,Light,19,Green,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Wide, straight-cut blouse in woven fabric with covered buttons at the front. Small stand-up collar, an opening and buttons at the back of the neck and short puff sleeves with narrow, buttoned cuffs.",images/075/0757187001.jpg,0.03349913,0.64881853
0587088003,0587088,Gift Pack.,161,Giftbox,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,8560,Men Sport Acc,S,Sport,26,Sport,22,Men H&M Sport,1019,Accessories,"Running set with a hat, gloves and tube scarf in thermal fleece. Gloves with a reflective print and touchscreen-compatible material at the tops of the thumb and index finger. Hat and tube scarf with reflective appliqués.",images/058/0587088003.jpg,0.02999374,0.42399829
0709750001,0709750,SB UV Suit,60,Swimwear top,Swimwear,1010005,Colour blocking,82,Turquoise,5,Bright,7,Turquoise,4210,Kids Boy Swimwear,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1018,Swimwear,"Swimsuit in UV-protective material with a print motif at the top, small stand-up collar and a zip at the back. Short raglan sleeves and short legs. UPF50.",images/070/0709750001.jpg,0.02514237,0.19731788
0501784001,0501784,Ferra fun shades,81,Sunglasses,Accessories,1010002,Application/3D,40,Other Red,5,Bright,18,Red,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Sunglasses with plastic frames with decorative appliqués and UV-protective, tinted lenses.",images/050/0501784001.jpg,0.00338983,0.12098490
0713824054,0713824,Henrik boxer BB TP 3-p,286,Underwear bottom,Underwear,1010012,Mixed solid/pattern,30,Other Orange,5,Bright,3,Orange,4225,Young Boy UW/NW,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear","Boxer shorts in organic cotton jersey with short legs, an elasticated waist and lined front.",images/071/0713824054.jpg,0.01620085,0.33527866
0661644005,0661644,SCARLETT scarf scrunchie,74,Hair/alice band,Accessories,1010001,All over pattern,22,Yellow,5,Bright,8,Yellow,3946,Small Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Elasticated satin scrunchie with a scarf detail.,images/066/0661644005.jpg,0.00764585,0.32990563
0683622004,0683622,PICKLE jumsuit,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,50,Other Pink,5,Bright,4,Pink,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,"Sleeveless playsuit in airy viscose with a print motif at the top and crossover straps at the back. Elasticated seam at the waist, side pockets and short legs.",images/068/0683622004.jpg,0.00994915,0.31200820
0738628002,0738628,GLOVES MALTE,71,Gloves,Accessories,1010016,Solid,07,Grey,2,Medium Dusty,12,Grey,4212,Kids Boy Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,"Gloves in a soft, fine knit. Fleece lining.",images/073/0738628002.jpg,0.00885730,0.38166488
0751053002,0751053,Bodil Poncho,254,Top,Garment Upper body,1010016,Solid,07,Grey,1,Dusty Light,12,Grey,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Poncho knitted in a soft viscose blend with a hole for the head and a draped effect on one shoulder.,images/075/0751053002.jpg,0.03218644,0.12098490
0652377017,0652377,Low price l/l pj SB,297,Pyjama set,Nightwear,1010001,All over pattern,72,Blue,7,Medium,2,Blue,4215,Kids Boy UW/NW,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear","Pyjamas in soft, printed cotton jersey. Long-sleeved top with ribbed cuffs. Bottoms with an elasticated waist and ribbed hems.",images/065/0652377017.jpg,0.01523023,0.28246557
0623980028,0623980,Nike fancy legging (1),273,Leggings/Tights,Garment Lower body,1010001,All over pattern,06,Light Grey,1,Dusty Light,12,Grey,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Leggings in heavy, organic cotton jersey with glittery details and a soft brushed inside. Skinny fit with an easy pull-on, elasticated waist.",images/062/0623980028.jpg,0.01278249,0.21429375
0757258002,0757258,Pickle jumpsuite,267,Jumpsuit/Playsuit,Garment Full body,1010001,All over pattern,42,Red,7,Medium,18,Red,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,"Sleeveless playsuit in soft viscose jersey with a text print on the front, decorative crossover straps at the back, an elasticated seam at the waist, side pockets and short legs.",images/075/0757258002.jpg,0.01321065,0.29822458
0534908002,0534908,Halloween H-clip fun,72,Hair clip,Accessories,1010016,Solid,10,White,3,Light,9,White,4313,Girls Small Acc/Bags,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,Metal hair clips with a padded appliqué.,images/053/0534908002.jpg,0.00338983,0.07633298
0886777001,0886777,W Josephine card holder,84,Wallet,Accessories,1010026,Other structure,22,Yellow,7,Medium,8,Yellow,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Card holder in grained imitation leather with a tab and press-stud fastening, four large inner compartments and three smaller inner compartments. Height 6.5 cm. Width 10 cm.",images/088/0886777001.jpg,0.01790549,0.45089054
0543035017,0543035,JAKE FLANNEL TRS,296,Pyjama bottom,Nightwear,1010004,Check,43,Dark Red,4,Dark,18,Red,9989,Loungewear,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Pyjama bottoms in cotton flannel with an elasticated drawstring waist, fake fly, side pockets and tapered legs.",images/054/0543035017.jpg,0.03234850,0.58565906
0825720010,0825720,Fidde tee(1),255,T-shirt,Garment Upper body,1010016,Solid,72,Blue,1,Dusty Light,2,Blue,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Cropped, boxy-style T-shirt in soft cotton jersey with dropped shoulders and ribbing around the neckline.",images/082/0825720010.jpg,0.00815882,0.62439680
0765731003,0765731,B Zsa Zsa Pareo,300,Sarong,Swimwear,1010001,All over pattern,13,Beige,2,Medium Dusty,11,Beige,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Sarong in a viscose weave with ties at the top and a small hole to thread the tie through after winding it around the waist. Flounced trim at the hem.,images/076/0765731003.jpg,0.02129308,0.61446889
0833482005,0833482,Bondi Babe Swimsuit,57,Swimsuit,Swimwear,1010004,Check,91,Light Green,1,Dusty Light,19,Green,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined swimsuit with narrow, adjustable shoulder straps and cups with removable inserts that shape the bust and provide good support. Medium coverage at the back.",images/083/0833482005.jpg,0.03277616,0.57187544
0650971001,0650971,Svea Nightgown,293,Night gown,Nightwear,1010008,Front print,53,Dark Pink,4,Dark,4,Pink,7932,Young Girl UW/NW,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Short-sleeved nightdress in soft jersey made from a cotton blend with a print motif on the front and slits in the sides. Slightly longer at the back.,images/065/0650971001.jpg,0.01640877,0.39153344
0767123003,0767123,Niko Fancy 5-p boxer BB,286,Underwear bottom,Underwear,1010001,All over pattern,90,Other Green,5,Bright,19,Green,4225,Young Boy UW/NW,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear","Boxer shorts in cotton jersey with short legs, an elasticated waist and lined front.",images/076/0767123003.jpg,0.03253672,0.25357266
0806141004,0806141,Schnauzer jumpsuit S/L,267,Jumpsuit/Playsuit,Garment Full body,1010008,Front print,21,Light Yellow,3,Light,8,Yellow,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Sleeveless playsuit in printed cotton jersey with a narrow, elasticated seam and decorative bow at the waist, and small frill trim at the hems.",images/080/0806141004.jpg,0.01394915,0.19731788
0743468001,0743468,Flirty Athena necklace,77,Necklace,Accessories,1010016,Solid,92,Green,1,Dusty Light,19,Green,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Three-strand necklace of various metal chains, two with a pendant. Adjustable length, 40-48.5 cm.",images/074/0743468001.jpg,0.01300784,0.48393962
0837448001,0837448,Anja jumper,252,Sweater,Garment Upper body,1010016,Solid,90,Other Green,5,Bright,10,Yellowish Green,1648,Knitwear,A,Ladieswear,1,Ladieswear,18,Womens Trend,1003,Knitwear,"Oversized jumper in a soft, rib-knit wool blend with a V-neck front and back, low dropped shoulders, long, wide sleeves with closer-fitting cuffs, and slits in the sides.",images/083/0837448001.jpg,0.09592223,0.56940061
0706582003,0706582,Igor Card Wallet,84,Wallet,Accessories,1010016,Solid,72,Blue,2,Medium Dusty,2,Blue,7388,Bags & Items,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Wallet in leather with six card compartments, one note compartment and one outer compartment. Lined. Size 1.5x8x10 cm.",images/070/0706582003.jpg,0.02431719,0.22899893
0688537029,0688537,Simple as that Cheeky Tanga,59,Swimwear bottom,Swimwear,1010001,All over pattern,50,Other Pink,5,Bright,4,Pink,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a mid waist and cutaway coverage at the back.,images/068/0688537029.jpg,0.01612713,0.84184561
0636492004,0636492,Aston hood,308,Hoodie,Garment Upper body,1010005,Colour blocking,41,Light Red,7,Medium,18,Red,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy,Top in block-patterned sweatshirt fabric with a double-layered drawstring hood with a wrapover front. Kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside.,images/063/0636492004.jpg,0.03896610,0.07633298
0599261002,0599261,PETRA set,270,Garment Set,Garment Full body,1010012,Mixed solid/pattern,90,Other Green,5,Bright,19,Green,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Top and leggings in soft cotton jersey. Short-sleeved top in slub jersey with a chest pocket and rounded hem. Patterned leggings with an elasticated waist.,images/059/0599261002.jpg,0.00980592,0.43513153
0693651003,0693651,Knot sandal,91,Sandals,Shoes,1010024,Chambray,72,Blue,1,Dusty Light,2,Blue,6561,Baby Shoes,G,Baby Sizes 50-98,4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,Sandals in a cotton weave with a braided jute trim around the soles and a hook and loop tab around the ankles. Fabric linings and insoles and thermoplastic rubber (TPR) soles.,images/069/0693651003.jpg,0.01716975,0.46304264
0864043003,0864043,Spinach vest,261,Outdoor Waistcoat,Garment Upper body,1010016,Solid,23,Dark Yellow,2,Medium Dusty,13,Brown,6512,Baby Boy Outdoor,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1007,Outdoor,Padded gilet in woven fabric with a detachable hood and zip down the front with a chin guard. Lined.,images/086/0864043003.jpg,0.03227797,0.19731788
0866837002,0866837,Drumstick,254,Top,Garment Upper body,1010001,All over pattern,63,Dark Purple,5,Bright,6,Lilac Purple,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,Fitted top with extra-long sleeves and decorative seams down the front and back.,images/086/0866837002.jpg,0.03110798,0.70592182
0719960003,0719960,H-clip Fake Hair fancy,72,Hair clip,Accessories,1010016,Solid,61,Light Purple,3,Light,6,Lilac Purple,4313,Girls Small Acc/Bags,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,Metal hair clip with a glittery decoration at the top and hair extensions. Length approx. 34 cm.,images/071/0719960003.jpg,0.00800000,0.12098490
